1 16, 14, 24, 6
2 11, 13, 24, 9
3 22, 10, 10, 11
4 5, 9, 19, 14
5 15, 6, 17, 6
6 13, 11, 10, 8
7 24, 3, 3, 7
8 23, 3, 4, 6
9 0, 8, 16, 12
10 13, 10, 6, 3
11 15, 6, 5, 6
12 9, 1, 15, 7
13 19, 8, 3, 1
14 9, 4, 12, 6
15 8, 8, 13, 0
16 15, 4, 5, 4
17 9, 14, 4, 1
18 7, 11, 7, 1
19 4, 7, 9, 6
20 15, 2, 2, 7
