area	lon_wmc	lat_wmc	area_ext_coord	indx	indy
A636	24.446429	35.053571	[(24.241666666666667, 34.95561636), (24.933333333333334, 34.95561636), (24.933333333333334, 35.47957373333333), (24.241666666666667, 35.47957373333333), (24.241666666666667, 34.95561636)]	43	9
A637	24.565689	35.752551	[(24.241666666666667, 35.47957373333333), (24.933333333333334, 35.47957373333333), (24.933333333333334, 36.003531106666664), (24.241666666666667, 36.003531106666664), (24.241666666666667, 35.47957373333333)]	43	10
A638	24.562500	36.281250	[(24.241666666666667, 36.003531106666664), (24.933333333333334, 36.003531106666664), (24.933333333333334, 36.52748848), (24.241666666666667, 36.52748848), (24.241666666666667, 36.003531106666664)]	43	11
A639	24.560065	36.778409	[(24.241666666666667, 36.52748848), (24.933333333333334, 36.52748848), (24.933333333333334, 37.051445853333334), (24.241666666666667, 37.051445853333334), (24.241666666666667, 36.52748848)]	43	12
A640	24.579819	37.305723	[(24.241666666666667, 37.051445853333334), (24.933333333333334, 37.051445853333334), (24.933333333333334, 37.575403226666666), (24.241666666666667, 37.575403226666666), (24.241666666666667, 37.051445853333334)]	43	13
A641	24.564484	37.807540	[(24.241666666666667, 37.575403226666666), (24.933333333333334, 37.575403226666666), (24.933333333333334, 38.0993606), (24.241666666666667, 38.0993606), (24.241666666666667, 37.575403226666666)]	43	14
A642	24.585443	38.365506	[(24.241666666666667, 38.0993606), (24.933333333333334, 38.0993606), (24.933333333333334, 38.62331797333333), (24.241666666666667, 38.62331797333333), (24.241666666666667, 38.0993606)]	43	15
A643	24.565374	38.877874	[(24.241666666666667, 38.62331797333333), (24.933333333333334, 38.62331797333333), (24.933333333333334, 39.14727534666667), (24.241666666666667, 39.14727534666667), (24.241666666666667, 38.62331797333333)]	43	16
A644	24.562500	39.406250	[(24.241666666666667, 39.14727534666667), (24.933333333333334, 39.14727534666667), (24.933333333333334, 39.67123272), (24.241666666666667, 39.67123272), (24.241666666666667, 39.14727534666667)]	43	17
A645	24.575133	39.925532	[(24.241666666666667, 39.67123272), (24.933333333333334, 39.67123272), (24.933333333333334, 40.19519009333333), (24.241666666666667, 40.19519009333333), (24.241666666666667, 39.67123272)]	43	18
A646	24.566612	40.459704	[(24.241666666666667, 40.19519009333333), (24.933333333333334, 40.19519009333333), (24.933333333333334, 40.71914746666667), (24.241666666666667, 40.71914746666667), (24.241666666666667, 40.19519009333333)]	43	19
A647	24.553571	40.785714	[(24.241666666666667, 40.71914746666667), (24.933333333333334, 40.71914746666667), (24.933333333333334, 41.24310484), (24.241666666666667, 41.24310484), (24.241666666666667, 40.71914746666667)]	43	20
A648	25.406250	31.687500	[(24.933333333333334, 31.287914746666665), (25.625, 31.287914746666665), (25.625, 31.811872119999997), (24.933333333333334, 31.811872119999997), (24.933333333333334, 31.287914746666665)]	44	2
A649	25.313144	32.082474	[(24.933333333333334, 31.811872119999997), (25.625, 31.811872119999997), (25.625, 32.335829493333335), (24.933333333333334, 32.335829493333335), (24.933333333333334, 31.811872119999997)]	44	3
A650	25.281250	32.593750	[(24.933333333333334, 32.335829493333335), (25.625, 32.335829493333335), (25.625, 32.85978686666667), (24.933333333333334, 32.85978686666667), (24.933333333333334, 32.335829493333335)]	44	4
A651	25.281250	33.125000	[(24.933333333333334, 32.85978686666667), (25.625, 32.85978686666667), (25.625, 33.38374424), (24.933333333333334, 33.38374424), (24.933333333333334, 32.85978686666667)]	44	5
A652	25.281250	33.656250	[(24.933333333333334, 33.38374424), (25.625, 33.38374424), (25.625, 33.90770161333333), (24.933333333333334, 33.90770161333333), (24.933333333333334, 33.38374424)]	44	6
A653	25.281250	34.156250	[(24.933333333333334, 33.90770161333333), (25.625, 33.90770161333333), (25.625, 34.43165898666666), (24.933333333333334, 34.43165898666666), (24.933333333333334, 33.90770161333333)]	44	7
A654	25.291869	34.675364	[(24.933333333333334, 34.43165898666666), (25.625, 34.43165898666666), (25.625, 34.95561636), (24.933333333333334, 34.95561636), (24.933333333333334, 34.43165898666666)]	44	8
A655	25.625000	35.000000	[(24.933333333333334, 34.95561636), (25.625, 34.95561636), (25.625, 35.47957373333333), (24.933333333333334, 35.47957373333333), (24.933333333333334, 34.95561636)]	44	9
A656	25.282429	35.754717	[(24.933333333333334, 35.47957373333333), (25.625, 35.47957373333333), (25.625, 36.003531106666664), (24.933333333333334, 36.003531106666664), (24.933333333333334, 35.47957373333333)]	44	10
A657	25.277926	36.278590	[(24.933333333333334, 36.003531106666664), (25.625, 36.003531106666664), (25.625, 36.52748848), (24.933333333333334, 36.52748848), (24.933333333333334, 36.003531106666664)]	44	11
A658	25.300595	36.752976	[(24.933333333333334, 36.52748848), (25.625, 36.52748848), (25.625, 37.051445853333334), (24.933333333333334, 37.051445853333334), (24.933333333333334, 36.52748848)]	44	12
A659	25.270559	37.336349	[(24.933333333333334, 37.051445853333334), (25.625, 37.051445853333334), (25.625, 37.575403226666666), (24.933333333333334, 37.575403226666666), (24.933333333333334, 37.051445853333334)]	44	13
A660	25.313235	37.862500	[(24.933333333333334, 37.575403226666666), (25.625, 37.575403226666666), (25.625, 38.0993606), (24.933333333333334, 38.0993606), (24.933333333333334, 37.575403226666666)]	44	14
A661	25.274601	38.339096	[(24.933333333333334, 38.0993606), (25.625, 38.0993606), (25.625, 38.62331797333333), (24.933333333333334, 38.62331797333333), (24.933333333333334, 38.0993606)]	44	15
A662	25.281250	38.875000	[(24.933333333333334, 38.62331797333333), (25.625, 38.62331797333333), (25.625, 39.14727534666667), (24.933333333333334, 39.14727534666667), (24.933333333333334, 38.62331797333333)]	44	16
A663	25.287234	39.403590	[(24.933333333333334, 39.14727534666667), (25.625, 39.14727534666667), (25.625, 39.67123272), (24.933333333333334, 39.67123272), (24.933333333333334, 39.14727534666667)]	44	17
A664	25.298132	39.942529	[(24.933333333333334, 39.67123272), (25.625, 39.67123272), (25.625, 40.19519009333333), (24.933333333333334, 40.19519009333333), (24.933333333333334, 39.67123272)]	44	18
A665	25.262500	40.468750	[(24.933333333333334, 40.19519009333333), (25.625, 40.19519009333333), (25.625, 40.71914746666667), (24.933333333333334, 40.71914746666667), (24.933333333333334, 40.19519009333333)]	44	19
A666	25.255682	40.806818	[(24.933333333333334, 40.71914746666667), (25.625, 40.71914746666667), (25.625, 41.24310484), (24.933333333333334, 41.24310484), (24.933333333333334, 40.71914746666667)]	44	20
A667	25.984375	31.710938	[(25.625, 31.287914746666665), (26.316666666666666, 31.287914746666665), (26.316666666666666, 31.811872119999997), (25.625, 31.811872119999997), (25.625, 31.287914746666665)]	45	2
A668	25.968750	32.062500	[(25.625, 31.811872119999997), (26.316666666666666, 31.811872119999997), (26.316666666666666, 32.335829493333335), (25.625, 32.335829493333335), (25.625, 31.811872119999997)]	45	3
A669	25.968750	32.593750	[(25.625, 32.335829493333335), (26.316666666666666, 32.335829493333335), (26.316666666666666, 32.85978686666667), (25.625, 32.85978686666667), (25.625, 32.335829493333335)]	45	4
A670	25.968750	33.125000	[(25.625, 32.85978686666667), (26.316666666666666, 32.85978686666667), (26.316666666666666, 33.38374424), (25.625, 33.38374424), (25.625, 32.85978686666667)]	45	5
A671	25.968750	33.656250	[(25.625, 33.38374424), (26.316666666666666, 33.38374424), (26.316666666666666, 33.90770161333333), (25.625, 33.90770161333333), (25.625, 33.38374424)]	45	6
A672	25.968750	34.156250	[(25.625, 33.90770161333333), (26.316666666666666, 33.90770161333333), (26.316666666666666, 34.43165898666666), (25.625, 34.43165898666666), (25.625, 33.90770161333333)]	45	7
A673	25.968750	34.687500	[(25.625, 34.43165898666666), (26.316666666666666, 34.43165898666666), (26.316666666666666, 34.95561636), (25.625, 34.95561636), (25.625, 34.43165898666666)]	45	8
A674	26.012868	35.235294	[(25.625, 34.95561636), (26.316666666666666, 34.95561636), (26.316666666666666, 35.47957373333333), (25.625, 35.47957373333333), (25.625, 34.95561636)]	45	9
A675	25.968750	35.750000	[(25.625, 35.47957373333333), (26.316666666666666, 35.47957373333333), (26.316666666666666, 36.003531106666664), (25.625, 36.003531106666664), (25.625, 35.47957373333333)]	45	10
A676	25.976902	36.278533	[(25.625, 36.003531106666664), (26.316666666666666, 36.003531106666664), (26.316666666666666, 36.52748848), (25.625, 36.52748848), (25.625, 36.003531106666664)]	45	11
A677	25.987500	36.770313	[(25.625, 36.52748848), (26.316666666666666, 36.52748848), (26.316666666666666, 37.051445853333334), (25.625, 37.051445853333334), (25.625, 36.52748848)]	45	12
A678	25.967571	37.307783	[(25.625, 37.051445853333334), (26.316666666666666, 37.051445853333334), (26.316666666666666, 37.575403226666666), (25.625, 37.575403226666666), (25.625, 37.051445853333334)]	45	13
A679	25.948864	37.862216	[(25.625, 37.575403226666666), (26.316666666666666, 37.575403226666666), (26.316666666666666, 38.0993606), (25.625, 38.0993606), (25.625, 37.575403226666666)]	45	14
A680	25.841146	38.286458	[(25.625, 38.0993606), (26.316666666666666, 38.0993606), (26.316666666666666, 38.62331797333333), (25.625, 38.62331797333333), (25.625, 38.0993606)]	45	15
A681	25.943359	38.847656	[(25.625, 38.62331797333333), (26.316666666666666, 38.62331797333333), (26.316666666666666, 39.14727534666667), (25.625, 39.14727534666667), (25.625, 38.62331797333333)]	45	16
A682	25.872024	39.431548	[(25.625, 39.14727534666667), (26.316666666666666, 39.14727534666667), (26.316666666666666, 39.67123272), (25.625, 39.67123272), (25.625, 39.14727534666667)]	45	17
A683	25.843750	39.925000	[(25.625, 39.67123272), (26.316666666666666, 39.67123272), (26.316666666666666, 40.19519009333333), (25.625, 40.19519009333333), (25.625, 39.67123272)]	45	18
A684	25.936667	40.460833	[(25.625, 40.19519009333333), (26.316666666666666, 40.19519009333333), (26.316666666666666, 40.71914746666667), (25.625, 40.71914746666667), (25.625, 40.19519009333333)]	45	19
A685	25.798077	40.778846	[(25.625, 40.71914746666667), (26.316666666666666, 40.71914746666667), (26.316666666666666, 41.24310484), (25.625, 41.24310484), (25.625, 40.71914746666667)]	45	20
A686	26.719551	31.666667	[(26.316666666666666, 31.287914746666665), (27.008333333333333, 31.287914746666665), (27.008333333333333, 31.811872119999997), (26.316666666666666, 31.811872119999997), (26.316666666666666, 31.287914746666665)]	46	2
A687	26.687500	32.062500	[(26.316666666666666, 31.811872119999997), (27.008333333333333, 31.811872119999997), (27.008333333333333, 32.335829493333335), (26.316666666666666, 32.335829493333335), (26.316666666666666, 31.811872119999997)]	46	3
A688	26.687500	32.593750	[(26.316666666666666, 32.335829493333335), (27.008333333333333, 32.335829493333335), (27.008333333333333, 32.85978686666667), (26.316666666666666, 32.85978686666667), (26.316666666666666, 32.335829493333335)]	46	4
A689	26.687500	33.125000	[(26.316666666666666, 32.85978686666667), (27.008333333333333, 32.85978686666667), (27.008333333333333, 33.38374424), (26.316666666666666, 33.38374424), (26.316666666666666, 32.85978686666667)]	46	5
A690	26.687500	33.656250	[(26.316666666666666, 33.38374424), (27.008333333333333, 33.38374424), (27.008333333333333, 33.90770161333333), (26.316666666666666, 33.90770161333333), (26.316666666666666, 33.38374424)]	46	6
A691	26.687500	34.156250	[(26.316666666666666, 33.90770161333333), (27.008333333333333, 33.90770161333333), (27.008333333333333, 34.43165898666666), (26.316666666666666, 34.43165898666666), (26.316666666666666, 33.90770161333333)]	46	7
A692	26.687500	34.687500	[(26.316666666666666, 34.43165898666666), (27.008333333333333, 34.43165898666666), (27.008333333333333, 34.95561636), (26.316666666666666, 34.95561636), (26.316666666666666, 34.43165898666666)]	46	8
A693	26.682413	35.213663	[(26.316666666666666, 34.95561636), (27.008333333333333, 34.95561636), (27.008333333333333, 35.47957373333333), (26.316666666666666, 35.47957373333333), (26.316666666666666, 34.95561636)]	46	9
A694	26.682990	35.755155	[(26.316666666666666, 35.47957373333333), (27.008333333333333, 35.47957373333333), (27.008333333333333, 36.003531106666664), (26.316666666666666, 36.003531106666664), (26.316666666666666, 35.47957373333333)]	46	10
A695	26.687500	36.281250	[(26.316666666666666, 36.003531106666664), (27.008333333333333, 36.003531106666664), (27.008333333333333, 36.52748848), (26.316666666666666, 36.52748848), (26.316666666666666, 36.003531106666664)]	46	11
A696	26.662671	36.776541	[(26.316666666666666, 36.52748848), (27.008333333333333, 36.52748848), (27.008333333333333, 37.051445853333334), (26.316666666666666, 37.051445853333334), (26.316666666666666, 36.52748848)]	46	12
A697	26.673193	37.316265	[(26.316666666666666, 37.051445853333334), (27.008333333333333, 37.051445853333334), (27.008333333333333, 37.575403226666666), (26.316666666666666, 37.575403226666666), (26.316666666666666, 37.051445853333334)]	46	13
A698	26.639831	37.884534	[(26.316666666666666, 37.575403226666666), (27.008333333333333, 37.575403226666666), (27.008333333333333, 38.0993606), (26.316666666666666, 38.0993606), (26.316666666666666, 37.575403226666666)]	46	14
A699	26.583333	38.229167	[(26.316666666666666, 38.0993606), (27.008333333333333, 38.0993606), (27.008333333333333, 38.62331797333333), (26.316666666666666, 38.62331797333333), (26.316666666666666, 38.0993606)]	46	15
A700	26.592448	38.867188	[(26.316666666666666, 38.62331797333333), (27.008333333333333, 38.62331797333333), (27.008333333333333, 39.14727534666667), (26.316666666666666, 39.14727534666667), (26.316666666666666, 38.62331797333333)]	46	16
A701	26.548077	39.384615	[(26.316666666666666, 39.14727534666667), (27.008333333333333, 39.14727534666667), (27.008333333333333, 39.67123272), (26.316666666666666, 39.67123272), (26.316666666666666, 39.14727534666667)]	46	17
A702	26.428571	40.517857	[(26.316666666666666, 40.19519009333333), (27.008333333333333, 40.19519009333333), (27.008333333333333, 40.71914746666667), (26.316666666666666, 40.71914746666667), (26.316666666666666, 40.19519009333333)]	46	19
A703	27.562500	31.250000	[(27.008333333333333, 30.763957373333334), (27.700000000000003, 30.763957373333334), (27.700000000000003, 31.287914746666665), (27.008333333333333, 31.287914746666665), (27.008333333333333, 30.763957373333334)]	47	1
A704	27.414062	31.566840	[(27.008333333333333, 31.287914746666665), (27.700000000000003, 31.287914746666665), (27.700000000000003, 31.811872119999997), (27.008333333333333, 31.811872119999997), (27.008333333333333, 31.287914746666665)]	47	2
A705	27.375000	32.062500	[(27.008333333333333, 31.811872119999997), (27.700000000000003, 31.811872119999997), (27.700000000000003, 32.335829493333335), (27.008333333333333, 32.335829493333335), (27.008333333333333, 31.811872119999997)]	47	3
A706	27.375000	32.593750	[(27.008333333333333, 32.335829493333335), (27.700000000000003, 32.335829493333335), (27.700000000000003, 32.85978686666667), (27.008333333333333, 32.85978686666667), (27.008333333333333, 32.335829493333335)]	47	4
A707	27.375000	33.125000	[(27.008333333333333, 32.85978686666667), (27.700000000000003, 32.85978686666667), (27.700000000000003, 33.38374424), (27.008333333333333, 33.38374424), (27.008333333333333, 32.85978686666667)]	47	5
A708	27.375000	33.656250	[(27.008333333333333, 33.38374424), (27.700000000000003, 33.38374424), (27.700000000000003, 33.90770161333333), (27.008333333333333, 33.90770161333333), (27.008333333333333, 33.38374424)]	47	6
A709	27.375000	34.156250	[(27.008333333333333, 33.90770161333333), (27.700000000000003, 33.90770161333333), (27.700000000000003, 34.43165898666666), (27.008333333333333, 34.43165898666666), (27.008333333333333, 33.90770161333333)]	47	7
A710	27.375000	34.687500	[(27.008333333333333, 34.43165898666666), (27.700000000000003, 34.43165898666666), (27.700000000000003, 34.95561636), (27.008333333333333, 34.95561636), (27.008333333333333, 34.43165898666666)]	47	8
A711	27.375000	35.218750	[(27.008333333333333, 34.95561636), (27.700000000000003, 34.95561636), (27.700000000000003, 35.47957373333333), (27.008333333333333, 35.47957373333333), (27.008333333333333, 34.95561636)]	47	9
A712	27.410714	35.756696	[(27.008333333333333, 35.47957373333333), (27.700000000000003, 35.47957373333333), (27.700000000000003, 36.003531106666664), (27.008333333333333, 36.003531106666664), (27.008333333333333, 35.47957373333333)]	47	10
A713	27.359375	36.278125	[(27.008333333333333, 36.003531106666664), (27.700000000000003, 36.003531106666664), (27.700000000000003, 36.52748848), (27.008333333333333, 36.52748848), (27.008333333333333, 36.003531106666664)]	47	11
A714	27.333333	36.659091	[(27.008333333333333, 36.52748848), (27.700000000000003, 36.52748848), (27.700000000000003, 37.051445853333334), (27.008333333333333, 37.051445853333334), (27.008333333333333, 36.52748848)]	47	12
A715	27.169922	37.275391	[(27.008333333333333, 37.051445853333334), (27.700000000000003, 37.051445853333334), (27.700000000000003, 37.575403226666666), (27.008333333333333, 37.575403226666666), (27.008333333333333, 37.051445853333334)]	47	13
A716	27.120192	37.846154	[(27.008333333333333, 37.575403226666666), (27.700000000000003, 37.575403226666666), (27.700000000000003, 38.0993606), (27.008333333333333, 38.0993606), (27.008333333333333, 37.575403226666666)]	47	14
A717	28.140000	31.190000	[(27.700000000000003, 30.763957373333334), (28.391666666666666, 30.763957373333334), (28.391666666666666, 31.287914746666665), (27.700000000000003, 31.287914746666665), (27.700000000000003, 30.763957373333334)]	48	1
A718	28.062500	31.531250	[(27.700000000000003, 31.287914746666665), (28.391666666666666, 31.287914746666665), (28.391666666666666, 31.811872119999997), (27.700000000000003, 31.811872119999997), (27.700000000000003, 31.287914746666665)]	48	2
A719	28.062500	32.062500	[(27.700000000000003, 31.811872119999997), (28.391666666666666, 31.811872119999997), (28.391666666666666, 32.335829493333335), (27.700000000000003, 32.335829493333335), (27.700000000000003, 31.811872119999997)]	48	3
A720	28.062500	32.593750	[(27.700000000000003, 32.335829493333335), (28.391666666666666, 32.335829493333335), (28.391666666666666, 32.85978686666667), (27.700000000000003, 32.85978686666667), (27.700000000000003, 32.335829493333335)]	48	4
A721	28.062500	33.125000	[(27.700000000000003, 32.85978686666667), (28.391666666666666, 32.85978686666667), (28.391666666666666, 33.38374424), (27.700000000000003, 33.38374424), (27.700000000000003, 32.85978686666667)]	48	5
A722	28.062500	33.656250	[(27.700000000000003, 33.38374424), (28.391666666666666, 33.38374424), (28.391666666666666, 33.90770161333333), (27.700000000000003, 33.90770161333333), (27.700000000000003, 33.38374424)]	48	6
A723	28.062500	34.156250	[(27.700000000000003, 33.90770161333333), (28.391666666666666, 33.90770161333333), (28.391666666666666, 34.43165898666666), (27.700000000000003, 34.43165898666666), (27.700000000000003, 33.90770161333333)]	48	7
A724	28.062500	34.687500	[(27.700000000000003, 34.43165898666666), (28.391666666666666, 34.43165898666666), (28.391666666666666, 34.95561636), (27.700000000000003, 34.95561636), (27.700000000000003, 34.43165898666666)]	48	8
A725	28.062500	35.218750	[(27.700000000000003, 34.95561636), (28.391666666666666, 34.95561636), (28.391666666666666, 35.47957373333333), (27.700000000000003, 35.47957373333333), (27.700000000000003, 34.95561636)]	48	9
A726	28.080163	35.733016	[(27.700000000000003, 35.47957373333333), (28.391666666666666, 35.47957373333333), (28.391666666666666, 36.003531106666664), (27.700000000000003, 36.003531106666664), (27.700000000000003, 35.47957373333333)]	48	10
A727	28.132353	36.332108	[(27.700000000000003, 36.003531106666664), (28.391666666666666, 36.003531106666664), (28.391666666666666, 36.52748848), (27.700000000000003, 36.52748848), (27.700000000000003, 36.003531106666664)]	48	11
A728	28.235294	36.621324	[(27.700000000000003, 36.52748848), (28.391666666666666, 36.52748848), (28.391666666666666, 37.051445853333334), (27.700000000000003, 37.051445853333334), (27.700000000000003, 36.52748848)]	48	12
A729	28.806818	31.111364	[(28.391666666666666, 30.763957373333334), (29.083333333333336, 30.763957373333334), (29.083333333333336, 31.287914746666665), (28.391666666666666, 31.287914746666665), (28.391666666666666, 30.763957373333334)]	49	1
A730	28.750000	31.531250	[(28.391666666666666, 31.287914746666665), (29.083333333333336, 31.287914746666665), (29.083333333333336, 31.811872119999997), (28.391666666666666, 31.811872119999997), (28.391666666666666, 31.287914746666665)]	49	2
A731	28.750000	32.062500	[(28.391666666666666, 31.811872119999997), (29.083333333333336, 31.811872119999997), (29.083333333333336, 32.335829493333335), (28.391666666666666, 32.335829493333335), (28.391666666666666, 31.811872119999997)]	49	3
A732	28.750000	32.593750	[(28.391666666666666, 32.335829493333335), (29.083333333333336, 32.335829493333335), (29.083333333333336, 32.85978686666667), (28.391666666666666, 32.85978686666667), (28.391666666666666, 32.335829493333335)]	49	4
A733	28.750000	33.125000	[(28.391666666666666, 32.85978686666667), (29.083333333333336, 32.85978686666667), (29.083333333333336, 33.38374424), (28.391666666666666, 33.38374424), (28.391666666666666, 32.85978686666667)]	49	5
A734	28.750000	33.656250	[(28.391666666666666, 33.38374424), (29.083333333333336, 33.38374424), (29.083333333333336, 33.90770161333333), (28.391666666666666, 33.90770161333333), (28.391666666666666, 33.38374424)]	49	6
A735	28.750000	34.156250	[(28.391666666666666, 33.90770161333333), (29.083333333333336, 33.90770161333333), (29.083333333333336, 34.43165898666666), (28.391666666666666, 34.43165898666666), (28.391666666666666, 33.90770161333333)]	49	7
A736	28.750000	34.687500	[(28.391666666666666, 34.43165898666666), (29.083333333333336, 34.43165898666666), (29.083333333333336, 34.95561636), (28.391666666666666, 34.95561636), (28.391666666666666, 34.43165898666666)]	49	8
A737	28.750000	35.218750	[(28.391666666666666, 34.95561636), (29.083333333333336, 34.95561636), (29.083333333333336, 35.47957373333333), (28.391666666666666, 35.47957373333333), (28.391666666666666, 34.95561636)]	49	9
A738	28.750000	35.750000	[(28.391666666666666, 35.47957373333333), (29.083333333333336, 35.47957373333333), (29.083333333333336, 36.003531106666664), (28.391666666666666, 36.003531106666664), (28.391666666666666, 35.47957373333333)]	49	10
A739	28.750000	36.281250	[(28.391666666666666, 36.003531106666664), (29.083333333333336, 36.003531106666664), (29.083333333333336, 36.52748848), (28.391666666666666, 36.52748848), (28.391666666666666, 36.003531106666664)]	49	11
A740	28.653646	36.622396	[(28.391666666666666, 36.52748848), (29.083333333333336, 36.52748848), (29.083333333333336, 37.051445853333334), (28.391666666666666, 37.051445853333334), (28.391666666666666, 36.52748848)]	49	12
A741	29.376116	31.106027	[(29.083333333333336, 30.763957373333334), (29.775, 30.763957373333334), (29.775, 31.287914746666665), (29.083333333333336, 31.287914746666665), (29.083333333333336, 30.763957373333334)]	50	1
A742	29.437500	31.531250	[(29.083333333333336, 31.287914746666665), (29.775, 31.287914746666665), (29.775, 31.811872119999997), (29.083333333333336, 31.811872119999997), (29.083333333333336, 31.287914746666665)]	50	2
A743	29.437500	32.062500	[(29.083333333333336, 31.811872119999997), (29.775, 31.811872119999997), (29.775, 32.335829493333335), (29.083333333333336, 32.335829493333335), (29.083333333333336, 31.811872119999997)]	50	3
A744	29.437500	32.593750	[(29.083333333333336, 32.335829493333335), (29.775, 32.335829493333335), (29.775, 32.85978686666667), (29.083333333333336, 32.85978686666667), (29.083333333333336, 32.335829493333335)]	50	4
A745	29.437500	33.125000	[(29.083333333333336, 32.85978686666667), (29.775, 32.85978686666667), (29.775, 33.38374424), (29.083333333333336, 33.38374424), (29.083333333333336, 32.85978686666667)]	50	5
A746	29.437500	33.656250	[(29.083333333333336, 33.38374424), (29.775, 33.38374424), (29.775, 33.90770161333333), (29.083333333333336, 33.90770161333333), (29.083333333333336, 33.38374424)]	50	6
A747	29.437500	34.156250	[(29.083333333333336, 33.90770161333333), (29.775, 33.90770161333333), (29.775, 34.43165898666666), (29.083333333333336, 34.43165898666666), (29.083333333333336, 33.90770161333333)]	50	7
A748	29.437500	34.687500	[(29.083333333333336, 34.43165898666666), (29.775, 34.43165898666666), (29.775, 34.95561636), (29.083333333333336, 34.95561636), (29.083333333333336, 34.43165898666666)]	50	8
A749	29.437500	35.218750	[(29.083333333333336, 34.95561636), (29.775, 34.95561636), (29.775, 35.47957373333333), (29.083333333333336, 35.47957373333333), (29.083333333333336, 34.95561636)]	50	9
A750	29.437500	35.750000	[(29.083333333333336, 35.47957373333333), (29.775, 35.47957373333333), (29.775, 36.003531106666664), (29.083333333333336, 36.003531106666664), (29.083333333333336, 35.47957373333333)]	50	10
A751	29.325893	36.138393	[(29.083333333333336, 36.003531106666664), (29.775, 36.003531106666664), (29.775, 36.52748848), (29.083333333333336, 36.52748848), (29.083333333333336, 36.003531106666664)]	50	11
A752	29.833333	31.229167	[(29.775, 30.763957373333334), (30.46666666666667, 30.763957373333334), (30.46666666666667, 31.287914746666665), (29.775, 31.287914746666665), (29.775, 30.763957373333334)]	51	1
A753	30.084760	31.563356	[(29.775, 31.287914746666665), (30.46666666666667, 31.287914746666665), (30.46666666666667, 31.811872119999997), (29.775, 31.811872119999997), (29.775, 31.287914746666665)]	51	2
A754	30.125000	32.062500	[(29.775, 31.811872119999997), (30.46666666666667, 31.811872119999997), (30.46666666666667, 32.335829493333335), (29.775, 32.335829493333335), (29.775, 31.811872119999997)]	51	3
A755	30.125000	32.593750	[(29.775, 32.335829493333335), (30.46666666666667, 32.335829493333335), (30.46666666666667, 32.85978686666667), (29.775, 32.85978686666667), (29.775, 32.335829493333335)]	51	4
A756	30.125000	33.125000	[(29.775, 32.85978686666667), (30.46666666666667, 32.85978686666667), (30.46666666666667, 33.38374424), (29.775, 33.38374424), (29.775, 32.85978686666667)]	51	5
A757	30.125000	33.656250	[(29.775, 33.38374424), (30.46666666666667, 33.38374424), (30.46666666666667, 33.90770161333333), (29.775, 33.90770161333333), (29.775, 33.38374424)]	51	6
A758	30.125000	34.156250	[(29.775, 33.90770161333333), (30.46666666666667, 33.90770161333333), (30.46666666666667, 34.43165898666666), (29.775, 34.43165898666666), (29.775, 33.90770161333333)]	51	7
A759	30.125000	34.687500	[(29.775, 34.43165898666666), (30.46666666666667, 34.43165898666666), (30.46666666666667, 34.95561636), (29.775, 34.95561636), (29.775, 34.43165898666666)]	51	8
A760	30.125000	35.218750	[(29.775, 34.95561636), (30.46666666666667, 34.95561636), (30.46666666666667, 35.47957373333333), (29.775, 35.47957373333333), (29.775, 34.95561636)]	51	9
A761	30.125000	35.750000	[(29.775, 35.47957373333333), (30.46666666666667, 35.47957373333333), (30.46666666666667, 36.003531106666664), (29.775, 36.003531106666664), (29.775, 35.47957373333333)]	51	10
A762	30.151786	36.135714	[(29.775, 36.003531106666664), (30.46666666666667, 36.003531106666664), (30.46666666666667, 36.52748848), (29.775, 36.52748848), (29.775, 36.003531106666664)]	51	11
A763	30.787829	31.671053	[(30.46666666666667, 31.287914746666665), (31.15833333333333, 31.287914746666665), (31.15833333333333, 31.811872119999997), (30.46666666666667, 31.811872119999997), (30.46666666666667, 31.287914746666665)]	52	2
A764	30.812500	32.062500	[(30.46666666666667, 31.811872119999997), (31.15833333333333, 31.811872119999997), (31.15833333333333, 32.335829493333335), (30.46666666666667, 32.335829493333335), (30.46666666666667, 31.811872119999997)]	52	3
A765	30.812500	32.593750	[(30.46666666666667, 32.335829493333335), (31.15833333333333, 32.335829493333335), (31.15833333333333, 32.85978686666667), (30.46666666666667, 32.85978686666667), (30.46666666666667, 32.335829493333335)]	52	4
A766	30.812500	33.125000	[(30.46666666666667, 32.85978686666667), (31.15833333333333, 32.85978686666667), (31.15833333333333, 33.38374424), (30.46666666666667, 33.38374424), (30.46666666666667, 32.85978686666667)]	52	5
A767	30.812500	33.656250	[(30.46666666666667, 33.38374424), (31.15833333333333, 33.38374424), (31.15833333333333, 33.90770161333333), (30.46666666666667, 33.90770161333333), (30.46666666666667, 33.38374424)]	52	6
A768	30.812500	34.156250	[(30.46666666666667, 33.90770161333333), (31.15833333333333, 33.90770161333333), (31.15833333333333, 34.43165898666666), (30.46666666666667, 34.43165898666666), (30.46666666666667, 33.90770161333333)]	52	7
A769	30.812500	34.687500	[(30.46666666666667, 34.43165898666666), (31.15833333333333, 34.43165898666666), (31.15833333333333, 34.95561636), (30.46666666666667, 34.95561636), (30.46666666666667, 34.43165898666666)]	52	8
A770	30.812500	35.218750	[(30.46666666666667, 34.95561636), (31.15833333333333, 34.95561636), (31.15833333333333, 35.47957373333333), (30.46666666666667, 35.47957373333333), (30.46666666666667, 34.95561636)]	52	9
